month,day,hour,GHI,DNI,DHI,Tair,RH,WS
1,2,1,0.0,0.0,0.0,1.5,57.404286843788555,4.026565614694214
1,2,2,0.0,0.0,0.0,2.8,38.85380933540214,1.5235079205113458
1,2,3,0.0,0.0,0.0,2.5,40.53155937734324,0.2625593501267698
1,2,4,0.0,0.0,0.0,4.0,76.4751922049748,0.7191247245165124
1,2,5,0.0,0.0,0.0,4.1,54.14497396900613,2.673807287220018
1,2,6,0.0,0.0,0.0,5.4,69.65620427552209,2.3958023646115585
1,2,7,27.2,835.4,10.6,5.6,43.96966726759538,0.3621049128056205
1,2,8,9.4,28.3,4.0,6.6,49.531417046317344,0.1360785978806767
1,2,9,110.0,196.9,44.0,9.3,66.78640946881715,4.17630720352658
1,2,10,0.0,0.0,0.0,8.7,58.97498964301367,0.012807638717350025
1,2,11,99.3,111.4,42.9,10.1,65.37667171989379,1.1106176864852855
1,2,12,63.8,65.3,29.9,10.3,59.86367434070192,1.0124935156592527
1,2,13,64.4,87.9,22.2,7.2,57.92328035993391,1.016856419227054
1,2,14,22.3,27.4,11.5,8.7,53.1995617182511,0.7858999309242122
1,2,15,67.4,143.6,29.2,8.1,48.05997344069999,2.3428938382396414
1,2,16,40.5,200.3,19.4,7.7,74.027012897325,4.530983081161367
1,2,17,0.0,0.0,0.0,5.0,75.6730910612988,2.239607750138101
1,2,18,0.0,0.0,0.0,4.5,49.61297045255816,1.410706046760245
1,2,19,0.0,0.0,0.0,3.4,48.959208979930516,3.2929976112688775
1,2,20,0.0,0.0,0.0,1.2,56.52226857577908,0.7375780718910091
1,2,21,0.0,0.0,0.0,2.9,63.40435014863152,1.0476594409451678
1,2,22,0.0,0.0,0.0,0.8,58.1818179204333,1.5868067646343436
1,2,23,0.0,0.0,0.0,1.2,64.99520065247721,4.9000809073671565
1,3,0,0.0,0.0,0.0,1.7,59.507510523886346,0.1406304481320943
1,3,1,0.0,0.0,0.0,1.8,58.85368858550767,0.4182382406598244
1,3,2,0.0,0.0,0.0,2.5,84.13078736769869,1.731054393496049
1,3,3,0.0,0.0,0.0,2.0,54.74796748404693,0.17078653658776446
1,3,4,0.0,0.0,0.0,2.4,76.39946892824547,2.38958539538526
1,3,5,0.0,0.0,0.0,3.8,74.46863067680864,0.14835004723111966
1,3,6,0.0,0.0,0.0,2.5,65.04093506584648,1.01135256021671
1,3,7,0.0,0.0,0.0,4.5,40.73868163550475,3.3330963698600025
1,3,8,44.2,142.3,17.2,6.4,60.310574903629615,2.3938138491800656
1,3,9,102.2,192.9,37.5,8.9,54.85305242604453,2.7020737549713547
1,3,10,29.2,31.7,15.1,7.0,60.20090691440473,4.00079524866141
1,3,11,62.5,66.1,28.9,6.3,49.37033207612117,3.5494306179163937
1,3,12,95.4,105.2,40.6,8.1,67.56257949050053,4.4281611028288035
1,3,13,14.5,18.8,5.4,8.1,69.84985027111065,2.787880664155926
1,3,14,68.7,101.9,28.3,10.9,71.70024302066942,0.4030157076947904
1,3,15,30.6,48.4,17.6,8.1,56.17821283615466,0.5977730986821796
1,3,16,24.6,125.1,11.1,8.3,49.40574897953226,3.119091095370206
1,3,17,0.0,0.0,0.0,6.6,63.516814164707846,5.815460568501303
1,3,18,0.0,0.0,0.0,7.2,77.56074322148741,1.3491335247574865
1,3,19,0.0,0.0,0.0,2.2,60.69389634613534,2.029642571212768
1,3,20,0.0,0.0,0.0,2.0,64.522970861121,4.5318036199676035
1,3,21,0.0,0.0,0.0,0.8,57.65076554118002,3.108384974826734
1,3,22,0.0,0.0,0.0,1.0,54.96529794104237,3.8381153651052746
1,3,23,0.0,0.0,0.0,-0.9,66.58275938604498,0.4350853570546567
1,4,0,0.0,0.0,0.0,2.0,58.93933232661134,0.3097230109331574
1,4,1,0.0,0.0,0.0,0.8,64.0352291152933,6.0481222733818765
1,4,2,0.0,0.0,0.0,-0.7,65.07506857277028,0.9326153100024965
1,4,3,0.0,0.0,0.0,0.6,63.47516839138908,0.6132584093605857
1,4,4,0.0,0.0,0.0,3.5,65.5785531938774,0.16381378606528593
1,4,5,0.0,0.0,0.0,5.2,51.469942672399085,0.20760453086338682
1,4,6,0.0,0.0,0.0,8.0,50.85970643653168,2.2433701861290642
1,4,7,118.4,4206.0,37.7,4.6,59.57378393392744,8.576361133158203
1,4,8,0.0,0.0,0.0,5.8,59.81438679738752,1.139520264874865
1,4,9,33.7,53.3,15.8,7.6,54.77677173280372,4.7725040222288335
1,4,10,109.3,164.3,36.2,8.2,62.410002964146756,4.625549107115003
1,4,11,34.8,29.6,19.7,8.1,69.0821743083404,1.2587296283631866
1,4,12,76.1,90.1,29.0,9.2,71.87511874153486,1.3953189818530336
1,4,13,111.9,155.9,36.4,7.1,74.12261872647156,1.5120893196375897
1,4,14,21.1,30.0,9.2,11.7,46.85198336942815,6.157461745492361
1,4,15,7.6,18.1,2.7,6.5,48.370014262915745,0.7408486617162712
1,4,16,53.5,236.1,27.4,6.8,57.10354606558354,0.24452085171965007
1,4,17,0.0,0.0,0.0,6.0,60.802865410073764,0.6575955267297956
1,4,18,0.0,0.0,0.0,4.0,57.61581996143011,2.414121556710069
1,4,19,0.0,0.0,0.0,4.6,54.47360669817451,2.523506438660441
1,4,20,0.0,0.0,0.0,2.3,56.95581759802628,3.997326996978448
1,4,21,0.0,0.0,0.0,0.3,64.83313822432503,2.1966160660125196
1,4,22,0.0,0.0,0.0,-0.4,46.703775532079675,0.03618021519259391
1,4,23,0.0,0.0,0.0,1.4,83.43357172587102,7.87110046841767
1,5,0,0.0,0.0,0.0,3.4,60.20993543384299,10.557618941378312
1,5,1,0.0,0.0,0.0,1.4,70.50847394228725,1.7361270482317162
1,5,2,0.0,0.0,0.0,1.4,54.199951050354926,1.0269023862963271
1,5,3,0.0,0.0,0.0,2.6,65.74349592524769,0.3134907618030409
1,5,4,0.0,0.0,0.0,5.0,61.00091072828576,0.12684135046349898
1,5,5,0.0,0.0,0.0,4.3,68.56808393888294,0.291730073798308
1,5,6,0.0,0.0,0.0,4.4,58.01353082176248,6.454903130774648
1,5,7,46.1,1041.8,26.3,8.3,75.51563567089678,7.84479159172219
1,5,8,35.5,127.7,11.3,4.9,45.07944152512956,0.5994522730928613
1,5,9,116.4,224.6,40.8,7.6,69.49373830198023,0.7849613050132077
1,5,10,51.5,66.9,21.6,6.8,61.18719755533048,2.649573279027273
1,5,11,40.6,50.4,14.9,8.3,49.81673301627056,1.8029321969324825
1,5,12,78.3,66.3,43.6,9.5,79.5206587004711,9.988447043989025
1,5,13,129.2,116.7,72.4,9.8,78.48697726567579,1.9775438342643459
1,5,14,0.0,0.0,0.0,7.2,39.26129255176545,0.9794017230893469
1,5,15,0.0,0.0,0.0,7.3,61.76784387345825,7.212265332258575
1,5,16,53.2,293.2,20.1,7.0,67.05662554730736,0.25889923259041303
1,5,17,0.0,0.0,0.0,5.3,64.41704808317814,0.3219983027654396
1,5,18,0.0,0.0,0.0,4.5,75.15529608278433,0.873713757320777
1,5,19,0.0,0.0,0.0,5.5,73.07632707514614,2.047088383321978
1,5,20,0.0,0.0,0.0,3.8,62.65187356317182,9.685633443329701
1,5,21,0.0,0.0,0.0,4.2,82.77103612411636,2.732853238637358
1,5,22,0.0,0.0,0.0,1.3,69.36846522707577,0.6242602831934595
1,5,23,0.0,0.0,0.0,0.1,56.48585504822078,3.802269269312437
1,6,0,0.0,0.0,0.0,0.7,54.47652405171648,0.7996159413395159
1,6,1,0.0,0.0,0.0,1.5,72.43341502973608,1.5538161842020217
1,6,2,0.0,0.0,0.0,1.8,52.07045773469558,5.013281896884307
1,6,3,0.0,0.0,0.0,0.5,55.902617205415225,0.0019605237032873702
1,6,4,0.0,0.0,0.0,3.1,57.60428108545152,3.986842969311251
1,6,5,0.0,0.0,0.0,4.3,63.5565339327615,2.287810289061293
1,6,6,0.0,0.0,0.0,8.8,58.065416370384185,2.1807864190041544
1,6,7,76.9,2781.3,24.6,5.6,46.83029103519861,3.2874743609827077
1,6,8,0.0,0.0,0.0,7.5,71.62079737990763,0.9113976788637641
1,6,9,98.7,190.0,34.6,6.8,55.95601351214885,0.1941055148539979
1,6,10,0.0,0.0,0.0,6.9,80.19935268799492,0.07207340213602498
1,6,11,55.4,55.5,27.0,10.5,63.03990007259839,5.663872972269247
1,6,12,75.0,94.2,25.5,6.8,72.6720748440216,3.2261541638253757
1,6,13,158.4,152.7,83.8,7.2,66.30861514180792,0.9287653362692603
1,6,14,133.9,143.2,76.1,6.7,73.15056271456626,1.4042043126562256
1,6,15,26.5,42.7,14.8,10.4,65.70338996264432,4.5859008311590586
1,6,16,0.0,0.0,0.0,8.2,62.35168833991806,0.7943756098123755
1,6,17,0.0,0.0,0.0,6.7,70.93234091856516,1.1982129100464298
1,6,18,0.0,0.0,0.0,4.4,84.85972114592053,2.9265114530488994
1,6,19,0.0,0.0,0.0,3.8,57.302030613951246,1.0781346099937927
1,6,20,0.0,0.0,0.0,0.9,67.94926987725015,1.219580387265489
1,6,21,0.0,0.0,0.0,1.8,59.94755077489852,6.967415038609608
1,6,22,0.0,0.0,0.0,1.1,65.06059020493035,0.9958640808592556
1,6,23,0.0,0.0,0.0,1.5,60.42158557576534,1.5101297826025193
1,7,0,0.0,0.0,0.0,0.2,38.42257114289597,2.211906761542629
1,7,1,0.0,0.0,0.0,1.8,57.99813282261823,0.36614952641473303
1,7,2,0.0,0.0,0.0,3.1,69.99555072808533,3.5300426740331083
1,7,3,0.0,0.0,0.0,2.4,52.347933767314295,0.20723769064726755
1,7,4,0.0,0.0,0.0,3.5,69.20946443071543,2.5520650998522054
1,7,5,0.0,0.0,0.0,4.0,61.83609164390345,0.20713590321566877
1,7,6,0.0,0.0,0.0,5.0,58.08509469145791,7.506546413624245
1,7,7,0.0,0.0,0.0,5.9,69.05815385283368,9.332312253423847
1,7,8,112.0,337.1,48.0,7.6,66.81031543564262,4.644926591668849
1,7,9,20.0,30.3,9.8,8.2,64.20547071198035,0.7726315249617445
1,7,10,22.6,32.8,7.9,8.9,70.15900202780414,3.3123902242793273
1,7,11,96.0,80.5,54.7,10.3,62.03098319588581,3.6913134678445614
1,7,12,97.2,127.9,29.7,8.3,43.553339670109764,1.6644403445510854
1,7,13,84.1,101.6,34.2,8.4,56.2187912686768,1.486654656545387
1,7,14,56.7,78.3,24.9,8.7,41.95597577220134,0.4630143848282852
1,7,15,100.5,194.4,46.4,7.5,66.57364826208634,4.342161813770141
1,7,16,24.4,99.3,12.7,6.4,68.96199839292967,1.8225187448627898
1,7,17,0.0,0.0,0.0,3.4,69.41702242133042,2.6314734515081675
1,7,18,0.0,0.0,0.0,5.5,64.89094699229804,0.5186459634298426
1,7,19,0.0,0.0,0.0,6.6,69.67925129389299,0.18363619914884444
1,7,20,0.0,0.0,0.0,0.7,44.23396661732539,0.0002671749033643928
1,7,21,0.0,0.0,0.0,3.5,58.924330782057126,4.52615021986796
1,7,22,0.0,0.0,0.0,1.0,45.85084011191785,5.126091223383982
1,7,23,0.0,0.0,0.0,1.0,56.41670387194111,3.524043027935752
1,8,0,0.0,0.0,0.0,-0.6,76.16251735932758,3.6707922813000504
1,8,1,0.0,0.0,0.0,0.6,70.93237182354693,4.05899475610928
1,8,2,0.0,0.0,0.0,3.5,66.62285406474422,3.3494435975924874
1,8,3,0.0,0.0,0.0,3.0,58.18379771399357,2.4338235456427917
1,8,4,0.0,0.0,0.0,5.6,50.06405215554418,4.343774083981803
1,8,5,0.0,0.0,0.0,5.7,61.87027683784429,2.416981135317852
1,8,6,0.0,0.0,0.0,5.7,71.10675831822307,2.843505918658164
1,8,7,71.5,2271.4,28.9,7.3,64.09871489259234,0.08001685293149577
1,8,8,16.4,51.0,6.7,6.0,44.14309210815438,0.43332969350994754
1,8,9,90.2,122.9,48.7,9.0,61.046108971158354,0.28903887374965076
1,8,10,59.6,77.6,24.8,9.6,40.86671807933652,3.3322106436556003
1,8,11,149.9,124.0,86.1,6.5,68.04183833106008,4.926366884304027
1,8,12,76.6,99.6,23.9,8.2,53.06992251933285,0.10985199675186536
1,8,13,134.3,173.0,49.1,7.8,47.76878600147067,0.045014600130046226
1,8,14,20.6,24.1,10.8,6.6,68.17930662732203,7.6197833182094685
1,8,15,15.2,31.6,6.3,6.8,65.59377837183986,6.283070581041318
1,8,16,64.0,302.9,27.4,3.6,62.32398962414211,0.8685714473713257
1,8,17,0.0,0.0,0.0,6.5,81.9170794715105,1.085872512897214
1,8,18,0.0,0.0,0.0,5.1,66.34999836255956,1.7181865454502394
1,8,19,0.0,0.0,0.0,4.6,53.55043070072633,2.2449152452836656
1,8,20,0.0,0.0,0.0,5.4,65.19203867484941,7.416478232428666
1,8,21,0.0,0.0,0.0,-0.9,57.13922656603557,0.3835968477057828
1,8,22,0.0,0.0,0.0,0.6,72.66758821897002,1.0903825637306945
1,8,23,0.0,0.0,0.0,2.0,62.809772068304284,3.9947924153133627
1,9,0,0.0,0.0,0.0,-1.4,63.79923286800449,4.808251812880758
1,9,1,0.0,0.0,0.0,3.4,45.576315898047056,0.213362459340561
1,9,2,0.0,0.0,0.0,2.1,60.613516195029526,1.8094280233282654
1,9,3,0.0,0.0,0.0,3.4,59.43734145734741,1.437864459625051
1,9,4,0.0,0.0,0.0,2.1,49.75786544789449,1.604705891054523
1,9,5,0.0,0.0,0.0,5.2,57.78498513611155,1.7941377073228169
1,9,6,0.0,0.0,0.0,6.6,64.35752443584079,0.13916090139349177
1,9,7,11.1,370.2,4.1,6.4,59.95650400655987,1.078254078926058
1,9,8,0.0,0.0,0.0,6.8,45.87900308415966,0.04844450370787494
1,9,9,66.1,132.7,21.1,6.2,57.26783166803057,1.5946435366072176
1,9,10,62.4,85.9,23.8,7.3,55.31975210960126,1.9518196400247732
1,9,11,44.4,54.6,16.2,10.1,61.93513523031183,3.4191524692773925
1,9,12,80.1,104.9,24.3,10.3,60.85532561894422,1.9570473972583837
1,9,13,107.9,94.9,60.9,12.4,55.88386937888153,4.84679864963126
1,9,14,53.4,56.7,30.1,10.9,55.49336556576649,0.9925485793660366
1,9,15,24.2,34.3,14.4,9.8,60.672225879845,0.46342268508185525
1,9,16,0.0,0.0,0.0,4.6,69.62976754986563,0.6201735493502452
1,9,17,0.0,0.0,0.0,4.8,62.78640522708186,1.943522308083576
1,9,18,0.0,0.0,0.0,5.7,74.23069325290714,0.6215685831059791
1,9,19,0.0,0.0,0.0,4.8,71.3319097884189,4.901767715296671
1,9,20,0.0,0.0,0.0,3.4,74.96682496209152,8.236853573084916
1,9,21,0.0,0.0,0.0,0.1,73.68627651803055,0.8232362255743335
1,9,22,0.0,0.0,0.0,-1.9,75.62949516740723,8.634235985409012
1,9,23,0.0,0.0,0.0,1.2,48.46857189528766,1.9302128208723883
1,10,0,0.0,0.0,0.0,0.3,66.47426277910468,0.6785051691220091
1,10,1,0.0,0.0,0.0,1.8,72.18320552863896,0.6141392603034308
1,10,2,0.0,0.0,0.0,2.6,73.99027321856619,1.7897235051056015
1,10,3,0.0,0.0,0.0,2.4,52.29281186986047,1.2455742484763275
1,10,4,0.0,0.0,0.0,4.1,66.57380524931438,9.492285949621891
1,10,5,0.0,0.0,0.0,4.3,60.75203064950419,2.1522060116448865
1,10,6,0.0,0.0,0.0,5.8,78.47060233007612,1.6302594465018112
1,10,7,0.0,0.0,0.0,6.3,46.1270837560555,0.9567441075738414
1,10,8,61.3,215.8,20.0,7.8,52.307104185771344,5.012723775514686
1,10,9,40.3,47.6,24.1,9.1,41.89366175037655,6.23354386458706
1,10,10,0.0,0.0,0.0,6.2,61.446162870330824,3.008883872013774
1,10,11,0.0,0.0,0.0,10.0,82.63840269269652,4.788330236352789
1,10,12,68.5,81.2,25.2,10.6,59.55658381466708,1.5390704596420548
1,10,13,127.7,105.7,75.1,7.7,61.01033322524254,2.767909631492864
1,10,14,116.1,165.3,47.7,7.2,65.50238770623204,3.8096908285947673
1,10,15,19.1,41.4,7.3,6.5,58.837095149927094,1.3314706504604916
1,10,16,4.3,21.0,1.7,9.6,63.660260191440805,10.905439122800702
1,10,17,0.0,0.0,0.0,4.0,63.92211669327814,1.7221805390647973
1,10,18,0.0,0.0,0.0,5.6,51.544433479064736,0.7093707818304446
1,10,19,0.0,0.0,0.0,2.4,59.05953288450332,1.994328235283975
1,10,20,0.0,0.0,0.0,3.7,67.41932926490246,2.4397382684813262
1,10,21,0.0,0.0,0.0,2.0,69.28576116563096,6.138329994425165
1,10,22,0.0,0.0,0.0,-1.2,72.98501656194276,2.090438244406177
1,10,23,0.0,0.0,0.0,2.5,63.35436066782794,0.4415770559781237
1,11,0,0.0,0.0,0.0,0.1,63.55785711244441,0.5394044489030434
1,11,1,0.0,0.0,0.0,0.3,67.50184865214625,3.3254778025133582
1,11,2,0.0,0.0,0.0,-0.1,54.05229786428692,1.0113003292705283
1,11,3,0.0,0.0,0.0,1.2,53.64220948010838,1.1616332635218627
1,11,4,0.0,0.0,0.0,3.6,58.752021423456014,2.1838098935374264
1,11,5,0.0,0.0,0.0,3.7,47.24982300445896,1.061941222178489
1,11,6,0.0,0.0,0.0,5.5,64.0690077169991,0.21875010773933456
1,11,7,16.4,576.4,5.2,5.5,70.49082036168264,0.05110245325622961
1,11,8,0.0,0.0,0.0,6.5,52.89956355161646,0.3089094456216237
1,11,9,95.7,124.6,53.1,7.6,64.35149189885271,2.876422125994895
1,11,10,81.8,97.9,37.5,11.6,53.70868949058006,3.9798347580767457
1,11,11,80.6,75.0,41.6,10.5,49.83424498005074,2.8614484541773066
1,11,12,46.4,50.6,19.3,9.0,80.55561043759667,1.165067125143125
1,11,13,87.6,91.4,41.8,6.5,49.97766863982758,0.5555836798493328
1,11,14,0.0,0.0,0.0,7.8,47.20680681912155,1.1578481310886015
1,11,15,31.6,59.1,14.5,9.5,62.14715397055313,1.4852722607556519
1,11,16,0.0,0.0,0.0,6.4,62.68521478460766,0.9482914834763814
1,11,17,0.0,0.0,0.0,5.6,66.6723214118994,5.15469331960256
1,11,18,0.0,0.0,0.0,5.3,80.01228053509907,3.2462378627006663
1,11,19,0.0,0.0,0.0,4.9,52.228701848053696,1.5820838244121271
1,11,20,0.0,0.0,0.0,2.5,54.21563162026099,0.11639029507656604
1,11,21,0.0,0.0,0.0,3.8,76.08805497306857,1.4159954745691832
1,11,22,0.0,0.0,0.0,-0.2,69.39123765505784,5.856615733859006
1,11,23,0.0,0.0,0.0,1.1,68.00081337761732,2.8780626030779572
1,12,0,0.0,0.0,0.0,4.9,54.10131304492681,1.7164057087309796
1,12,1,0.0,0.0,0.0,1.5,71.25888220412251,5.381524099204355
1,12,2,0.0,0.0,0.0,3.7,68.03182820181036,1.883474461356749
1,12,3,0.0,0.0,0.0,2.3,61.895372681193656,1.0635262627835886
1,12,4,0.0,0.0,0.0,3.9,54.15072189766508,0.3075645839168364
1,12,5,0.0,0.0,0.0,3.9,61.066955543884454,0.11307302867835717
1,12,6,0.0,0.0,0.0,4.7,76.48486888483272,0.9115903677741619
1,12,7,0.0,0.0,0.0,4.8,49.0603224739632,0.7047824452166223
1,12,8,55.3,187.4,19.2,7.5,52.0020093193653,0.22180268507915488
1,12,9,39.8,58.1,19.9,7.4,53.72197564929335,1.9695788384236321
1,12,10,105.5,144.6,39.8,8.0,55.89178843990255,5.536316346368554
1,12,11,0.0,0.0,0.0,10.9,59.84263313478973,3.410523970869127
1,12,12,116.4,125.6,48.9,6.7,69.58571028201906,0.28009103685999265
1,12,13,0.0,0.0,0.0,12.5,64.61414114417462,0.107450928641737
1,12,14,80.2,94.3,40.7,9.2,60.608410505034286,2.364156815629853
1,12,15,0.0,0.0,0.0,8.0,62.76993475080345,3.264014740958699
1,12,16,16.1,56.3,8.7,7.5,66.23990960363179,3.8399686239152517
1,12,17,0.0,0.0,0.0,7.0,43.182940537704056,1.5904514588183092
1,12,18,0.0,0.0,0.0,4.0,70.71584191754602,0.44467079659717584
1,12,19,0.0,0.0,0.0,5.3,51.735870571135976,2.674328391639781
1,12,20,0.0,0.0,0.0,5.4,55.56489628822512,2.356204905231482
1,12,21,0.0,0.0,0.0,0.7,63.40435321703586,5.260839278414115
1,12,22,0.0,0.0,0.0,0.2,59.245941719960825,1.3732058133958254
1,12,23,0.0,0.0,0.0,3.1,64.8693044109334,0.6320505702276082
1,13,0,0.0,0.0,0.0,0.7,61.41827918456406,0.16451479396872346
1,13,1,0.0,0.0,0.0,3.2,57.10667712938378,0.6668037254116053
1,13,2,0.0,0.0,0.0,0.9,75.28758169376282,3.472283123904612
1,13,3,0.0,0.0,0.0,4.4,67.08065532010136,1.5977472856877537
1,13,4,0.0,0.0,0.0,3.2,63.021173251356196,1.6747364688412323
1,13,5,0.0,0.0,0.0,4.4,66.92519840859367,2.2287250790912334
1,13,6,0.0,0.0,0.0,7.3,52.94670507292504,0.9421771201983695
1,13,7,0.0,0.0,0.0,5.4,81.74771741816684,2.0837601562297374
1,13,8,46.9,113.9,24.9,8.0,49.12362798916862,2.21149554943995
1,13,9,29.9,50.1,12.7,4.2,61.131686582934016,8.695630884125393
1,13,10,36.9,38.3,19.4,7.2,57.135737213822594,2.6755171250677168
1,13,11,88.3,100.4,35.8,8.5,56.75585624572952,1.8478522267585908
1,13,12,74.6,57.7,43.5,7.5,55.45743243685241,1.7782620502929656
1,13,13,104.1,103.2,51.9,9.4,52.28289999001498,0.5046297210528704
1,13,14,85.5,127.7,31.6,11.5,71.8834220480812,2.582742315956738
1,13,15,40.8,92.7,13.3,6.7,47.952972054171155,0.8359276997416881
1,13,16,0.0,0.0,0.0,5.7,69.8356389868382,0.9680202147553539
1,13,17,0.0,0.0,0.0,5.9,66.48537734720982,2.7469279189803117
1,13,18,0.0,0.0,0.0,5.5,56.19108868320654,2.192695212130755
1,13,19,0.0,0.0,0.0,4.0,65.32607283793853,0.6762812151216977
1,13,20,0.0,0.0,0.0,1.9,58.421009823034254,2.948487848699688
1,13,21,0.0,0.0,0.0,3.5,48.98993661490648,3.5066071807298553
1,13,22,0.0,0.0,0.0,2.6,49.09566345329094,0.5638208378481855
1,13,23,0.0,0.0,0.0,0.9,66.5544151646969,0.6567353176696424
1,14,0,0.0,0.0,0.0,0.0,66.03570323685022,2.7876345219580125
1,14,1,0.0,0.0,0.0,2.0,62.420114143192194,1.0330672068609423
1,14,2,0.0,0.0,0.0,1.8,56.08483460659493,0.28231235019233153
1,14,3,0.0,0.0,0.0,-0.0,58.09568466368979,6.728280201877586
1,14,4,0.0,0.0,0.0,2.9,56.74446842835974,0.7707229159545705
1,14,5,0.0,0.0,0.0,4.4,42.53055864823133,6.237067307169989
1,14,6,0.0,0.0,0.0,3.7,60.61253250256279,1.405569257811792
1,14,7,9.7,323.3,3.0,8.0,65.224548612095,1.7362480138523042
1,14,8,78.9,254.8,29.3,7.5,60.676087987782054,0.750048712600826
1,14,9,0.0,0.0,0.0,7.4,77.69149172019202,7.056514725006613
1,14,10,25.8,24.4,14.6,11.5,49.9543785517002,1.1772477091932338
1,14,11,31.7,34.1,13.8,9.2,53.3889628310628,0.5682859511058412
1,14,12,145.8,186.8,44.4,9.4,61.3301899568367,0.2627506316763252
1,14,13,149.1,183.2,55.9,8.2,62.43766810192432,3.7940334980461903
1,14,14,0.0,0.0,0.0,7.8,40.987913749737274,2.71223797764229
1,14,15,23.9,55.6,7.3,8.2,66.02697999875603,0.3935548293780353
1,14,16,0.0,0.0,0.0,6.1,62.483168395555985,4.920597792528081
1,14,17,0.0,0.0,0.0,7.9,38.80607056166909,1.2487656908302185
1,14,18,0.0,0.0,0.0,4.1,58.832907311150784,1.3445185507342747
1,14,19,0.0,0.0,0.0,3.0,51.914584780613325,2.79418519480427
1,14,20,0.0,0.0,0.0,3.8,55.4667673568621,8.597601971094802
1,14,21,0.0,0.0,0.0,3.3,46.61899215322137,1.7411014699923348
1,14,22,0.0,0.0,0.0,2.2,64.16188678673572,3.0700823313133756
1,14,23,0.0,0.0,0.0,-1.4,77.61776380570225,6.2787443440677055
1,15,0,0.0,0.0,0.0,1.8,62.65023574170283,4.747303061425065
1,15,1,0.0,0.0,0.0,-0.4,38.406158982363536,3.014172821202386
1,15,2,0.0,0.0,0.0,1.9,62.85596037332799,2.608738492872006
1,15,3,0.0,0.0,0.0,0.0,58.05361207800965,4.109532301043114
1,15,4,0.0,0.0,0.0,3.7,48.989874652458965,1.097558739748362
1,15,5,0.0,0.0,0.0,2.8,63.536238313910275,2.233595653166925
1,15,6,0.0,0.0,0.0,3.1,68.79764728127356,4.659098181444003
1,15,7,30.8,591.1,18.0,5.1,53.315065181068626,0.5388770207034854
1,15,8,87.2,292.9,29.9,7.0,43.562671891881095,1.2229433956958438
1,15,9,62.6,109.0,24.9,8.5,39.883277604571305,1.6312721994705146
1,15,10,47.6,69.2,15.8,10.5,53.34314906414678,0.5615658324544655
1,15,11,37.5,46.6,12.9,11.3,58.4449653074019,2.084843787951895
1,15,12,183.7,165.0,93.8,6.1,54.83994436362521,0.06395021584638748
1,15,13,64.2,60.6,33.3,8.6,53.16717907337618,11.740546743864225
1,15,14,19.7,19.5,11.3,9.3,65.67899527128155,1.638682621784817
1,15,15,0.0,0.0,0.0,10.9,64.62826046145925,0.4462003046647378
1,15,16,27.8,102.7,13.3,6.8,61.99593402760192,1.9305772149994196
1,15,17,0.0,0.0,0.0,7.0,68.16487784344106,3.2018547381324494
1,15,18,0.0,0.0,0.0,2.4,53.436926472046814,7.167086550626289
1,15,19,0.0,0.0,0.0,4.2,49.054407649414316,1.0109675412834336
1,15,20,0.0,0.0,0.0,2.4,54.776663257726284,2.015586194727878
1,15,21,0.0,0.0,0.0,4.9,54.08697228318229,0.3005806019943076
1,15,22,0.0,0.0,0.0,1.3,39.487105439529735,0.6793655585939735
1,15,23,0.0,0.0,0.0,3.6,54.544313604530295,0.8171119097744217
